Area Name,Birth place,Total,Male,Female,Rural_Total,Urban_Total
State - JAMMU & KASHMIR (01),Himachal Pradesh,9187,2753,6434,3847,5340
State - JAMMU & KASHMIR (01),Punjab,45780,12287,33493,18604,27176
State - JAMMU & KASHMIR (01),Chandigarh,553,218,335,131,422
State - JAMMU & KASHMIR (01),Uttarakhand,3442,1718,1724,811,2631
State - JAMMU & KASHMIR (01),Haryana,6676,3419,3257,1818,4858
State - JAMMU & KASHMIR (01),NCT of Delhi,4700,1717,2983,632,4068
State - JAMMU & KASHMIR (01),Rajasthan,6267,3747,2520,1537,4730
State - JAMMU & KASHMIR (01),Uttar Pradesh,22304,12660,9644,5225,17079
State - JAMMU & KASHMIR (01),Bihar,14995,8071,6924,4368,10627
State - JAMMU & KASHMIR (01),Sikkim,59,23,36,21,38
State - JAMMU & KASHMIR (01),Arunachal Pradesh,66,36,30,20,46
State - JAMMU & KASHMIR (01),Nagaland,88,35,53,26,62
State - JAMMU & KASHMIR (01),Manipur,215,104,111,71,144
State - JAMMU & KASHMIR (01),Mizoram,46,21,25,10,36
State - JAMMU & KASHMIR (01),Tripura,98,54,44,27,71
State - JAMMU & KASHMIR (01),Meghalaya,99,47,52,18,81
State - JAMMU & KASHMIR (01),Assam,1452,743,709,307,1145
State - JAMMU & KASHMIR (01),West Bengal,10142,2645,7497,5038,5104
State - JAMMU & KASHMIR (01),Jharkhand,2170,1084,1086,988,1182
State - JAMMU & KASHMIR (01),Odisha,2631,1531,1100,561,2070
State - JAMMU & KASHMIR (01),Chhattisgarh,10751,5867,4884,3923,6828
State - JAMMU & KASHMIR (01),Madhya Pradesh,8214,4548,3666,1670,6544
State - JAMMU & KASHMIR (01),Gujarat,1074,602,472,197,877
State - JAMMU & KASHMIR (01),Daman & Diu,3,1,2,1,2
State - JAMMU & KASHMIR (01),Dadra & Nagar Haveli,6,2,4,5,1
State - JAMMU & KASHMIR (01),Maharashtra,4759,2355,2404,809,3950
State - JAMMU & KASHMIR (01),Andhra Pradesh,2361,1412,949,373,1988
State - JAMMU & KASHMIR (01),Karnataka,1484,856,628,247,1237
State - JAMMU & KASHMIR (01),Goa,70,34,36,13,57
State - JAMMU & KASHMIR (01),Lakshadweep,105,63,42,57,48
State - JAMMU & KASHMIR (01),Kerala,2156,1311,845,318,1838
State - JAMMU & KASHMIR (01),Tamil Nadu,2442,1753,689,222,2220
State - JAMMU & KASHMIR (01),Puducherry,16,8,8,3,13
State - JAMMU & KASHMIR (01),Andaman & Nicobar Islands,49,27,22,8,41
State - JAMMU & KASHMIR (01),Afganistan,5,1,4,2,3
State - JAMMU & KASHMIR (01),Bangladesh,309,137,172,221,88
State - JAMMU & KASHMIR (01),Bhutan,9,3,6,4,5
State - JAMMU & KASHMIR (01),China,1486,765,721,206,1280
State - JAMMU & KASHMIR (01),Indonesia,10,1,9,2,8
State - JAMMU & KASHMIR (01),Iran,37,18,19,31,6
State - JAMMU & KASHMIR (01),Iraq,23,12,11,5,18
State - JAMMU & KASHMIR (01),Japan,18,4,14,2,16
State - JAMMU & KASHMIR (01),Kuwait,2,1,1,1,1
State - JAMMU & KASHMIR (01),Malaysia,1,1,0,0,1
State - JAMMU & KASHMIR (01),Mayanmar,508,273,235,3,505
State - JAMMU & KASHMIR (01),Nepal,2253,1300,953,748,1505
State - JAMMU & KASHMIR (01),Pakistan,22936,11747,11189,13645,9291
State - JAMMU & KASHMIR (01),Saudi Arabia,38,15,23,5,33
State - JAMMU & KASHMIR (01),Singapore,8,4,4,1,7
State - JAMMU & KASHMIR (01),United Arab Emirates,28,8,20,11,17
State - JAMMU & KASHMIR (01),Kazakstan,5,2,3,1,4
State - JAMMU & KASHMIR (01),Vietnam,1,1,0,0,1
State - JAMMU & KASHMIR (01),France,7,0,7,2,5
State - JAMMU & KASHMIR (01),Germany,28,6,22,2,26
State - JAMMU & KASHMIR (01),UK,58,23,35,5,53
State - JAMMU & KASHMIR (01),Kenya,1,0,1,0,1
State - JAMMU & KASHMIR (01),Mauritius,3,0,3,0,3
State - JAMMU & KASHMIR (01),Nigeria,2,1,1,0,2
State - JAMMU & KASHMIR (01),Uganda,2,0,2,0,2
State - JAMMU & KASHMIR (01),Canada,20,7,13,1,19
State - JAMMU & KASHMIR (01),U.S.A.,105,47,58,0,105
State - JAMMU & KASHMIR (01),Australia,15,5,10,5,10
State - JAMMU & KASHMIR (01),Fiji,3,1,2,0,3
State - HIMACHAL PRADESH (02),Jammu & Kashmir,13919,6934,6985,8726,5193
State - HIMACHAL PRADESH (02),Punjab,128605,35416,93189,93164,35441
State - HIMACHAL PRADESH (02),Chandigarh,7975,3277,4698,4045,3930
State - HIMACHAL PRADESH (02),Uttarakhand,23094,8934,14160,14444,8650
State - HIMACHAL PRADESH (02),Haryana,35173,11252,23921,20857,14316
State - HIMACHAL PRADESH (02),NCT of Delhi,13231,5647,7584,7007,6224
State - HIMACHAL PRADESH (02),Rajasthan,8611,4533,4078,4954,3657
State - HIMACHAL PRADESH (02),Uttar Pradesh,69607,42966,26641,37658,31949
State - HIMACHAL PRADESH (02),Bihar,40916,29272,11644,24016,16900
State - HIMACHAL PRADESH (02),Sikkim,559,388,171,369,190
State - HIMACHAL PRADESH (02),Arunachal Pradesh,951,518,433,618,333
State - HIMACHAL PRADESH (02),Nagaland,141,75,66,100,41
State - HIMACHAL PRADESH (02),Manipur,180,83,97,115,65
State - HIMACHAL PRADESH (02),Mizoram,62,20,42,34,28
State - HIMACHAL PRADESH (02),Tripura,88,37,51,72,16
State - HIMACHAL PRADESH (02),Meghalaya,147,62,85,78,69
State - HIMACHAL PRADESH (02),Assam,1837,1006,831,1324,513
State - HIMACHAL PRADESH (02),West Bengal,6320,3753,2567,3809,2511
State - HIMACHAL PRADESH (02),Jharkhand,12150,8017,4133,9075,3075
State - HIMACHAL PRADESH (02),Odisha,3566,2393,1173,1691,1875
State - HIMACHAL PRADESH (02),Chhattisgarh,5435,2940,2495,3538,1897
State - HIMACHAL PRADESH (02),Madhya Pradesh,5319,3171,2148,3612,1707
State - HIMACHAL PRADESH (02),Gujarat,1084,526,558,574,510
State - HIMACHAL PRADESH (02),Daman & Diu,6,2,4,2,4
State - HIMACHAL PRADESH (02),Dadra & Nagar Haveli,1,0,1,1,0
State - HIMACHAL PRADESH (02),Maharashtra,4248,1950,2298,2440,1808
State - HIMACHAL PRADESH (02),Andhra Pradesh,1490,855,635,863,627
State - HIMACHAL PRADESH (02),Karnataka,1090,527,563,489,601
State - HIMACHAL PRADESH (02),Goa,74,48,26,46,28
State - HIMACHAL PRADESH (02),Lakshadweep,35,19,16,33,2
State - HIMACHAL PRADESH (02),Kerala,883,448,435,404,479
State - HIMACHAL PRADESH (02),Tamil Nadu,679,389,290,332,347
State - HIMACHAL PRADESH (02),Puducherry,4,3,1,1,3
State - HIMACHAL PRADESH (02),Andaman & Nicobar Islands,27,10,17,18,9
State - HIMACHAL PRADESH (02),Afganistan,29,20,9,13,16
State - HIMACHAL PRADESH (02),Bangladesh,65,22,43,51,14
State - HIMACHAL PRADESH (02),Bhutan,230,169,61,158,72
State - HIMACHAL PRADESH (02),China,10,4,6,7,3
State - HIMACHAL PRADESH (02),Indonesia,2,1,1,1,1
State - HIMACHAL PRADESH (02),Iraq,3,1,2,1,2
State - HIMACHAL PRADESH (02),Japan,8,3,5,4,4
State - HIMACHAL PRADESH (02),Kuwait,19,16,3,5,14
State - HIMACHAL PRADESH (02),Malaysia,6,2,4,4,2
State - HIMACHAL PRADESH (02),Mayanmar,19,8,11,4,15
State - HIMACHAL PRADESH (02),Nepal,56336,33681,22655,49451,6885
State - HIMACHAL PRADESH (02),Pakistan,4070,2130,1940,1499,2571
State - HIMACHAL PRADESH (02),Saudi Arabia,10,6,4,5,5
State - HIMACHAL PRADESH (02),Singapore,8,2,6,4,4
State - HIMACHAL PRADESH (02),Sri Lanka,1,0,1,1,0
State - HIMACHAL PRADESH (02),United Arab Emirates,6,2,4,1,5
State - HIMACHAL PRADESH (02),Vietnam,1,0,1,1,0
State - HIMACHAL PRADESH (02),France,20,14,6,15,5
State - HIMACHAL PRADESH (02),Germany,21,8,13,14,7
State - HIMACHAL PRADESH (02),Portugal,2,1,1,2,0
State - HIMACHAL PRADESH (02),UK,44,21,23,19,25
State - HIMACHAL PRADESH (02),Kenya,4,2,2,1,3
State - HIMACHAL PRADESH (02),Mauritius,1,0,1,0,1
State - HIMACHAL PRADESH (02),Nigeria,2,1,1,0,2
State - HIMACHAL PRADESH (02),Uganda,1,0,1,0,1
State - HIMACHAL PRADESH (02),Canada,140,81,59,40,100
State - HIMACHAL PRADESH (02),U.S.A.,76,30,46,35,41
State - HIMACHAL PRADESH (02),Australia,31,15,16,23,8
State - PUNJAB (03),Jammu & Kashmir,65886,19077,46809,28920,36966
State - PUNJAB (03),Himachal Pradesh,229077,85434,143643,91529,137548
State - PUNJAB (03),Chandigarh,121402,59550,61852,31131,90271
State - PUNJAB (03),Uttarakhand,62588,31222,31366,9470,53118
State - PUNJAB (03),Haryana,552369,157151,395218,281907,270462
State - PUNJAB (03),NCT of Delhi,43481,16164,27317,9829,33652
State - PUNJAB (03),Rajasthan,205259,68742,136517,106807,98452
State - PUNJAB (03),Uttar Pradesh,693328,385734,307594,173660,519668
State - PUNJAB (03),Bihar,375507,230828,144679,102187,273320
State - PUNJAB (03),Sikkim,216,114,102,48,168
State - PUNJAB (03),Arunachal Pradesh,319,166,153,85,234
State - PUNJAB (03),Nagaland,454,260,194,66,388
State - PUNJAB (03),Manipur,864,470,394,105,759
State - PUNJAB (03),Mizoram,290,186,104,22,268
State - PUNJAB (03),Tripura,399,218,181,98,301
State - PUNJAB (03),Meghalaya,442,226,216,96,346
State - PUNJAB (03),Assam,11441,5113,6328,3638,7803
State - PUNJAB (03),West Bengal,50550,23035,27515,16269,34281
State - PUNJAB (03),Jharkhand,21685,12419,9266,8907,12778
State - PUNJAB (03),Odisha,13203,6689,6514,3342,9861
State - PUNJAB (03),Chhattisgarh,8636,4394,4242,5184,3452
State - PUNJAB (03),Madhya Pradesh,34892,16816,18076,9096,25796
State - PUNJAB (03),Gujarat,8726,4078,4648,1805,6921
State - PUNJAB (03),Daman & Diu,5,3,2,2,3
State - PUNJAB (03),Dadra & Nagar Haveli,5,3,2,2,3
State - PUNJAB (03),Maharashtra,33142,14801,18341,7695,25447
State - PUNJAB (03),Andhra Pradesh,8184,4089,4095,1187,6997
State - PUNJAB (03),Karnataka,4477,2217,2260,683,3794
State - PUNJAB (03),Goa,316,162,154,81,235
State - PUNJAB (03),Lakshadweep,164,102,62,99,65
State - PUNJAB (03),Kerala,7296,3695,3601,826,6470
State - PUNJAB (03),Tamil Nadu,6242,3431,2811,850,5392
State - PUNJAB (03),Puducherry,259,112,147,140,119
State - PUNJAB (03),Andaman & Nicobar Islands,233,114,119,68,165
State - PUNJAB (03),Afganistan,102,31,71,6,96
State - PUNJAB (03),Bangladesh,589,117,472,377,212
State - PUNJAB (03),Bhutan,42,17,25,11,31
State - PUNJAB (03),China,306,134,172,193,113
State - PUNJAB (03),Indonesia,129,50,79,65,64
State - PUNJAB (03),Iran,44,14,30,3,41
State - PUNJAB (03),Iraq,21,12,9,4,17
State - PUNJAB (03),Japan,14,4,10,4,10
State - PUNJAB (03),Kuwait,137,70,67,26,111
State - PUNJAB (03),Malaysia,553,240,313,332,221
State - PUNJAB (03),Mayanmar,870,426,444,235,635
State - PUNJAB (03),Nepal,30227,17894,12333,7161,23066
State - PUNJAB (03),Pakistan,264711,137605,127106,121174,143537
State - PUNJAB (03),Saudi Arabia,29,19,10,12,17
State - PUNJAB (03),Singapore,424,172,252,242,182
State - PUNJAB (03),Sri Lanka,72,15,57,37,35
State - PUNJAB (03),Turkey,2,1,1,2,0
State - PUNJAB (03),United Arab Emirates,515,258,257,182,333
State - PUNJAB (03),Kazakstan,1,0,1,0,1
State - PUNJAB (03),Vietnam,4,3,1,3,1
State - PUNJAB (03),France,16,5,11,11,5
State - PUNJAB (03),Germany,208,98,110,90,118
State - PUNJAB (03),Portugal,13,8,5,11,2
State - PUNJAB (03),UK,617,272,345,232,385
State - PUNJAB (03),Kenya,116,53,63,23,93
State - PUNJAB (03),Mauritius,9,3,6,0,9
State - PUNJAB (03),Nigeria,8,4,4,0,8
State - PUNJAB (03),Uganda,12,4,8,2,10
State - PUNJAB (03),Zambia,3,0,3,0,3
State - PUNJAB (03),Canada,1261,640,621,732,529
State - PUNJAB (03),U.S.A.,834,423,411,339,495
State - PUNJAB (03),Australia,593,320,273,331,262
State - PUNJAB (03),Fiji,12,2,10,7,5
State - CHANDIGARH (04),Jammu & Kashmir,5104,2578,2526,79,5025
State - CHANDIGARH (04),Himachal Pradesh,60465,33785,26680,2152,58313
State - CHANDIGARH (04),Punjab,143340,65438,77902,2964,140376
State - CHANDIGARH (04),Uttarakhand,32711,18108,14603,1065,31646
State - CHANDIGARH (04),Haryana,88386,43066,45320,2151,86235
State - CHANDIGARH (04),NCT of Delhi,15224,6204,9020,133,15091
State - CHANDIGARH (04),Rajasthan,9367,4937,4430,219,9148
State - CHANDIGARH (04),Uttar Pradesh,183247,106539,76708,7136,176111
State - CHANDIGARH (04),Bihar,53756,35323,18433,2477,51279
State - CHANDIGARH (04),Sikkim,40,15,25,0,40
State - CHANDIGARH (04),Arunachal Pradesh,55,29,26,4,51
State - CHANDIGARH (04),Nagaland,48,20,28,0,48
State - CHANDIGARH (04),Manipur,629,370,259,0,629
State - CHANDIGARH (04),Mizoram,37,22,15,0,37
State - CHANDIGARH (04),Tripura,81,44,37,0,81
State - CHANDIGARH (04),Meghalaya,97,45,52,4,93
State - CHANDIGARH (04),Assam,1361,670,691,53,1308
State - CHANDIGARH (04),West Bengal,7432,3805,3627,247,7185
State - CHANDIGARH (04),Jharkhand,3382,1822,1560,242,3140
State - CHANDIGARH (04),Odisha,2026,1030,996,31,1995
State - CHANDIGARH (04),Chhattisgarh,1253,636,617,17,1236
State - CHANDIGARH (04),Madhya Pradesh,3807,1870,1937,52,3755
State - CHANDIGARH (04),Gujarat,1335,650,685,16,1319
State - CHANDIGARH (04),Daman & Diu,2,2,0,0,2
State - CHANDIGARH (04),Maharashtra,3625,1601,2024,67,3558
State - CHANDIGARH (04),Andhra Pradesh,1340,656,684,12,1328
State - CHANDIGARH (04),Karnataka,924,485,439,4,920
State - CHANDIGARH (04),Goa,49,21,28,0,49
State - CHANDIGARH (04),Lakshadweep,7,4,3,0,7
State - CHANDIGARH (04),Kerala,1376,642,734,16,1360
State - CHANDIGARH (04),Tamil Nadu,3020,1483,1537,9,3011
State - CHANDIGARH (04),Puducherry,24,12,12,1,23
State - CHANDIGARH (04),Andaman & Nicobar Islands,37,20,17,0,37
State - CHANDIGARH (04),Afganistan,39,34,5,0,39
State - CHANDIGARH (04),Bangladesh,65,29,36,2,63
State - CHANDIGARH (04),Bhutan,34,16,18,0,34
State - CHANDIGARH (04),China,10,5,5,0,10
State - CHANDIGARH (04),Indonesia,12,5,7,0,12
State - CHANDIGARH (04),Iran,37,14,23,0,37
State - CHANDIGARH (04),Iraq,21,9,12,0,21
State - CHANDIGARH (04),Japan,4,3,1,0,4
State - CHANDIGARH (04),Kuwait,14,8,6,0,14
State - CHANDIGARH (04),Malaysia,24,11,13,0,24
State - CHANDIGARH (04),Mayanmar,81,47,34,0,81
State - CHANDIGARH (04),Nepal,7763,5033,2730,295,7468
State - CHANDIGARH (04),Pakistan,11611,6051,5560,38,11573
State - CHANDIGARH (04),Saudi Arabia,8,2,6,0,8
State - CHANDIGARH (04),Singapore,16,2,14,0,16
State - CHANDIGARH (04),Sri Lanka,2,0,2,0,2
State - CHANDIGARH (04),United Arab Emirates,12,4,8,0,12
State - CHANDIGARH (04),Kazakstan,1,0,1,0,1
State - CHANDIGARH (04),Vietnam,1,1,0,0,1
State - CHANDIGARH (04),France,9,3,6,0,9
State - CHANDIGARH (04),Germany,10,6,4,0,10
State - CHANDIGARH (04),UK,58,30,28,0,58
State - CHANDIGARH (04),Kenya,33,17,16,0,33
State - CHANDIGARH (04),Mauritius,4,0,4,0,4
State - CHANDIGARH (04),Nigeria,6,5,1,0,6
State - CHANDIGARH (04),Uganda,7,4,3,0,7
State - CHANDIGARH (04),Zambia,5,0,5,0,5
State - CHANDIGARH (04),Canada,67,33,34,0,67
State - CHANDIGARH (04),U.S.A.,157,85,72,0,157
State - CHANDIGARH (04),Australia,26,13,13,1,25
State - CHANDIGARH (04),Fiji,1,1,0,0,1
State - UTTARAKHAND (05),Jammu & Kashmir,7053,3889,3164,2991,4062
State - UTTARAKHAND (05),Himachal Pradesh,23642,8217,15425,15634,8008
State - UTTARAKHAND (05),Punjab,45207,19927,25280,20404,24803
State - UTTARAKHAND (05),Chandigarh,2204,899,1305,787,1417
State - UTTARAKHAND (05),Haryana,32647,12697,19950,10985,21662
State - UTTARAKHAND (05),NCT of Delhi,41647,16371,25276,13693,27954
State - UTTARAKHAND (05),Rajasthan,17766,8987,8779,5900,11866
State - UTTARAKHAND (05),Uttar Pradesh,921595,389711,531884,400702,520893
State - UTTARAKHAND (05),Bihar,84556,52320,32236,34316,50240
State - UTTARAKHAND (05),Sikkim,516,258,258,220,296
State - UTTARAKHAND (05),Arunachal Pradesh,968,520,448,442,526
State - UTTARAKHAND (05),Nagaland,668,357,311,365,303
State - UTTARAKHAND (05),Manipur,833,381,452,320,513
State - UTTARAKHAND (05),Mizoram,257,118,139,144,113
State - UTTARAKHAND (05),Tripura,396,201,195,177,219
State - UTTARAKHAND (05),Meghalaya,731,350,381,317,414
State - UTTARAKHAND (05),Assam,4936,2419,2517,2155,2781
State - UTTARAKHAND (05),West Bengal,28689,13196,15493,13374,15315
State - UTTARAKHAND (05),Jharkhand,11424,7056,4368,6101,5323
State - UTTARAKHAND (05),Odisha,4609,2469,2140,1615,2994
State - UTTARAKHAND (05),Chhattisgarh,3286,1567,1719,1436,1850
State - UTTARAKHAND (05),Madhya Pradesh,13257,6599,6658,4083,9174
State - UTTARAKHAND (05),Gujarat,3958,1972,1986,1139,2819
State - UTTARAKHAND (05),Daman & Diu,8,4,4,1,7
State - UTTARAKHAND (05),Dadra & Nagar Haveli,20,8,12,10,10
State - UTTARAKHAND (05),Maharashtra,11219,5260,5959,3887,7332
State - UTTARAKHAND (05),Andhra Pradesh,3271,1864,1407,1013,2258
State - UTTARAKHAND (05),Karnataka,1867,935,932,644,1223
State - UTTARAKHAND (05),Goa,168,82,86,54,114
State - UTTARAKHAND (05),Lakshadweep,162,101,61,114,48
State - UTTARAKHAND (05),Kerala,2416,1158,1258,821,1595
State - UTTARAKHAND (05),Tamil Nadu,1731,975,756,433,1298
State - UTTARAKHAND (05),Puducherry,36,18,18,16,20
State - UTTARAKHAND (05),Andaman & Nicobar Islands,112,61,51,41,71
State - UTTARAKHAND (05),Afganistan,36,17,19,1,35
State - UTTARAKHAND (05),Bangladesh,13691,6557,7134,9781,3910
State - UTTARAKHAND (05),Bhutan,199,100,99,166,33
State - UTTARAKHAND (05),China,2037,1177,860,1019,1018
State - UTTARAKHAND (05),Indonesia,4,3,1,0,4
State - UTTARAKHAND (05),Iran,23,8,15,9,14
State - UTTARAKHAND (05),Iraq,3,2,1,0,3
State - UTTARAKHAND (05),Japan,14,6,8,5,9
State - UTTARAKHAND (05),Kuwait,21,9,12,4,17
State - UTTARAKHAND (05),Malaysia,14,6,8,5,9
State - UTTARAKHAND (05),Mayanmar,357,202,155,108,249
State - UTTARAKHAND (05),Nepal,46073,27222,18851,33510,12563
State - UTTARAKHAND (05),Pakistan,16109,8495,7614,5399,10710
State - UTTARAKHAND (05),Saudi Arabia,29,17,12,2,27
State - UTTARAKHAND (05),Singapore,24,10,14,15,9
State - UTTARAKHAND (05),Sri Lanka,18,12,6,7,11
State - UTTARAKHAND (05),United Arab Emirates,75,18,57,6,69
State - UTTARAKHAND (05),Vietnam,1,0,1,0,1
State - UTTARAKHAND (05),France,31,9,22,26,5
State - UTTARAKHAND (05),Germany,34,15,19,14,20
State - UTTARAKHAND (05),UK,35,13,22,8,27
State - UTTARAKHAND (05),Kenya,4,0,4,1,3
State - UTTARAKHAND (05),Mauritius,1,0,1,0,1
State - UTTARAKHAND (05),Nigeria,3,3,0,2,1
State - UTTARAKHAND (05),Uganda,2,0,2,1,1
State - UTTARAKHAND (05),Canada,25,15,10,8,17
State - UTTARAKHAND (05),U.S.A.,74,40,34,22,52
State - UTTARAKHAND (05),Australia,26,16,10,11,15
State - HARYANA (06),Jammu & Kashmir,17490,8495,8995,2382,15108
State - HARYANA (06),Himachal Pradesh,66174,24256,41918,22645,43529
State - HARYANA (06),Punjab,559732,171296,388436,269750,289982
State - HARYANA (06),Chandigarh,50437,23137,27300,7487,42950
State - HARYANA (06),Uttarakhand,87812,39824,47988,12412,75400
State - HARYANA (06),NCT of Delhi,387282,111783,275499,94634,292648
State - HARYANA (06),Rajasthan,625982,132820,493162,416755,209227
State - HARYANA (06),Uttar Pradesh,1177677,523885,653792,339851,837826
State - HARYANA (06),Bihar,424539,246421,178118,107809,316730
State - HARYANA (06),Sikkim,226,115,111,32,194
State - HARYANA (06),Arunachal Pradesh,308,166,142,76,232
State - HARYANA (06),Nagaland,382,188,194,81,301
State - HARYANA (06),Manipur,670,329,341,84,586
State - HARYANA (06),Mizoram,108,45,63,24,84
State - HARYANA (06),Tripura,1283,279,1004,862,421
State - HARYANA (06),Meghalaya,510,258,252,60,450
State - HARYANA (06),Assam,14672,5461,9211,5942,8730
State - HARYANA (06),West Bengal,84161,39929,44232,19644,64517
State - HARYANA (06),Jharkhand,24645,12629,12016,6139,18506
State - HARYANA (06),Odisha,19244,9817,9427,3173,16071
State - HARYANA (06),Chhattisgarh,12584,6201,6383,5832,6752
State - HARYANA (06),Madhya Pradesh,60682,30440,30242,14570,46112
State - HARYANA (06),Gujarat,9166,4122,5044,1593,7573
State - HARYANA (06),Daman & Diu,12,7,5,0,12
State - HARYANA (06),Dadra & Nagar Haveli,7,3,4,2,5
State - HARYANA (06),Maharashtra,27372,11313,16059,4546,22826
State - HARYANA (06),Andhra Pradesh,10716,4652,6064,2147,8569
State - HARYANA (06),Karnataka,5733,2580,3153,533,5200
State - HARYANA (06),Goa,434,203,231,50,384
State - HARYANA (06),Lakshadweep,99,59,40,49,50
State - HARYANA (06),Kerala,11671,5538,6133,825,10846
State - HARYANA (06),Tamil Nadu,8529,4206,4323,711,7818
State - HARYANA (06),Puducherry,248,102,146,73,175
State - HARYANA (06),Andaman & Nicobar Islands,168,76,92,15,153
State - HARYANA (06),Afganistan,800,411,389,0,800
State - HARYANA (06),Bangladesh,872,294,578,302,570
State - HARYANA (06),Bhutan,49,16,33,4,45
State - HARYANA (06),China,280,230,50,222,58
State - HARYANA (06),Indonesia,23,12,11,0,23
State - HARYANA (06),Iran,52,21,31,0,52
State - HARYANA (06),Iraq,34,16,18,0,34
State - HARYANA (06),Japan,180,95,85,0,180
State - HARYANA (06),Kuwait,56,29,27,2,54
State - HARYANA (06),Malaysia,52,22,30,8,44
State - HARYANA (06),Maldives,1,0,1,0,1
State - HARYANA (06),Mayanmar,211,109,102,22,189
State - HARYANA (06),Nepal,26182,15535,10647,7689,18493
State - HARYANA (06),Pakistan,158844,79804,79040,45329,113515
State - HARYANA (06),Saudi Arabia,51,28,23,6,45
State - HARYANA (06),Singapore,85,27,58,14,71
State - HARYANA (06),Sri Lanka,34,17,17,2,32
State - HARYANA (06),Turkey,6,5,1,0,6
State - HARYANA (06),United Arab Emirates,109,50,59,4,105
State - HARYANA (06),Kazakstan,1,0,1,0,1
State - HARYANA (06),Vietnam,1,1,0,0,1
State - HARYANA (06),France,27,17,10,1,26
State - HARYANA (06),Germany,83,36,47,23,60
State - HARYANA (06),Portugal,4,2,2,4,0
State - HARYANA (06),UK,291,152,139,15,276
State - HARYANA (06),Kenya,39,21,18,4,35
State - HARYANA (06),Mauritius,6,2,4,0,6
State - HARYANA (06),Nigeria,29,15,14,3,26
State - HARYANA (06),Uganda,7,4,3,0,7
State - HARYANA (06),Zambia,6,4,2,1,5
State - HARYANA (06),Canada,176,95,81,36,140
State - HARYANA (06),U.S.A.,814,415,399,32,782
State - HARYANA (06),Australia,124,66,58,41,83
State - HARYANA (06),Fiji,7,2,5,1,6
State - NCT OF DELHI (07),Jammu & Kashmir,36854,18371,18483,241,36613
State - NCT OF DELHI (07),Himachal Pradesh,82652,43188,39464,945,81707
State - NCT OF DELHI (07),Punjab,247856,116374,131482,1472,246384
State - NCT OF DELHI (07),Chandigarh,6567,2598,3969,56,6511
State - NCT OF DELHI (07),Uttarakhand,310472,162695,147777,7118,303354
State - NCT OF DELHI (07),Haryana,658972,268459,390513,40154,618818
State - NCT OF DELHI (07),Rajasthan,319013,163052,155961,4251,314762
State - NCT OF DELHI (07),Uttar Pradesh,2904861,1552457,1352404,51213,2853648
State - NCT OF DELHI (07),Bihar,1147717,688458,459259,29666,1118051
State - NCT OF DELHI (07),Sikkim,748,345,403,14,734
State - NCT OF DELHI (07),Arunachal Pradesh,920,452,468,15,905
State - NCT OF DELHI (07),Nagaland,1552,791,761,17,1535
State - NCT OF DELHI (07),Manipur,6268,3126,3142,21,6247
State - NCT OF DELHI (07),Mizoram,623,262,361,3,620
State - NCT OF DELHI (07),Tripura,1445,783,662,13,1432
State - NCT OF DELHI (07),Meghalaya,2038,1009,1029,8,2030
State - NCT OF DELHI (07),Assam,24474,12324,12150,358,24116
State - NCT OF DELHI (07),West Bengal,190146,95310,94836,3776,186370
State - NCT OF DELHI (07),Jharkhand,73038,38433,34605,1313,71725
State - NCT OF DELHI (07),Odisha,44296,24207,20089,501,43795
State - NCT OF DELHI (07),Chhattisgarh,12893,6129,6764,243,12650
State - NCT OF DELHI (07),Madhya Pradesh,137694,68749,68945,4492,133202
State - NCT OF DELHI (07),Gujarat,21108,9464,11644,142,20966
State - NCT OF DELHI (07),Daman & Diu,19,9,10,0,19
State - NCT OF DELHI (07),Dadra & Nagar Haveli,36,9,27,0,36
State - NCT OF DELHI (07),Maharashtra,54887,23578,31309,739,54148
State - NCT OF DELHI (07),Andhra Pradesh,23109,11255,11854,134,22975
State - NCT OF DELHI (07),Karnataka,12538,5953,6585,54,12484
State - NCT OF DELHI (07),Goa,886,395,491,4,882
State - NCT OF DELHI (07),Lakshadweep,101,57,44,23,78
State - NCT OF DELHI (07),Kerala,67191,32994,34197,96,67095
State - NCT OF DELHI (07),Tamil Nadu,46895,23607,23288,97,46798
State - NCT OF DELHI (07),Puducherry,475,219,256,2,473
State - NCT OF DELHI (07),Andaman & Nicobar Islands,416,213,203,12,404
State - NCT OF DELHI (07),Afganistan,4491,2280,2211,6,4485
State - NCT OF DELHI (07),Bangladesh,3396,1753,1643,26,3370
State - NCT OF DELHI (07),Bhutan,106,48,58,1,105
State - NCT OF DELHI (07),China,82,42,40,1,81
State - NCT OF DELHI (07),Indonesia,64,29,35,0,64
State - NCT OF DELHI (07),Iran,211,89,122,0,211
State - NCT OF DELHI (07),Iraq,92,46,46,0,92
State - NCT OF DELHI (07),Japan,132,50,82,2,130
State - NCT OF DELHI (07),Kuwait,231,107,124,0,231
State - NCT OF DELHI (07),Malaysia,110,46,64,0,110
State - NCT OF DELHI (07),Maldives,11,11,0,0,11
State - NCT OF DELHI (07),Mayanmar,1198,573,625,4,1194
State - NCT OF DELHI (07),Nepal,33288,18665,14623,719,32569
State - NCT OF DELHI (07),Pakistan,136268,69896,66372,288,135980
State - NCT OF DELHI (07),Saudi Arabia,379,195,184,0,379
State - NCT OF DELHI (07),Singapore,129,68,61,0,129
State - NCT OF DELHI (07),Sri Lanka,135,68,67,0,135
State - NCT OF DELHI (07),Turkey,18,5,13,0,18
