AreaName,LastResidence,Persons_0to4,Males_0to4,Females_0to4,Persons_5to9,Males_5to9,Females_5to9,Persons_10to14,Males_10to14,Females_10to14,Persons_15to19,Males_15to19,Females_15to19,Persons_20to24,Males_20to24,Females_20to24,Persons_25to29,Males_25to29,Females_25to29,Persons_30to34,Males_30to34,Females_30to34,Persons_35to39,Males_35to39,Females_35to39,Persons_40to44,Males_40to44,Females_40to44,Persons_45to49,Males_45to49,Females_45to49,Persons_50to54,Males_50to54,Females_50to54,Persons_55to59,Males_55to59,Females_55to59,Persons_60to64,Males_60to64,Females_60to64,Persons_65to69,Males_65to69,Females_65to69,Persons_70to74,Males_70to74,Females_70to74,Persons_75to79,Males_75to79,Females_75to79,Persons_80plus,Males_80plus,Females_80plus,Persons_AgeNS,Males_AgeNS,Females_AgeNS
Dadra & Nagar Haveli,Kerala,86,40,46,99,52,47,36,21,15,16,7,9,74,49,25,125,48,77,112,54,58,96,61,35,67,49,18,35,20,15,23,19,4,14,9,5,12,7,5,1,1,0,0,0,0,3,3,0,0,0,0,1,1,0
Dadra & Nagar Haveli,Tamil Nadu,46,24,22,37,22,15,18,5,13,10,7,3,38,21,17,76,41,35,62,34,28,52,37,15,23,16,7,12,5,7,13,11,2,9,5,4,4,4,0,2,1,1,2,0,2,0,0,0,0,0,0,3,1,2
Dadra & Nagar Haveli,Puducherry,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,Andaman & Nicobar Islands,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Jammu & Kashmir,737,404,333,924,493,431,579,350,229,919,601,318,1551,967,584,1711,912,799,1295,702,593,840,444,396,638,384,254,495,315,180,292,168,124,207,98,109,231,120,111,110,62,48,62,38,24,29,14,15,70,33,37,22,12,10
Maharashtra,Himachal Pradesh,446,218,228,535,285,250,318,176,142,384,261,123,824,475,349,1118,525,593,810,348,462,544,277,267,349,191,158,247,141,106,212,127,85,144,82,62,88,51,37,69,33,36,33,17,16,16,6,10,49,18,31,25,14,11
Maharashtra,Punjab,1860,998,862,2361,1298,1063,1690,953,737,1858,1098,760,3323,1699,1624,4372,1855,2517,3378,1468,1910,2215,1086,1129,1599,851,748,1269,744,525,921,502,419,751,392,359,644,337,307,389,189,200,250,127,123,171,87,84,218,95,123,119,60,59
Maharashtra,Chandigarh,124,68,56,175,88,87,141,77,64,135,79,56,293,133,160,362,152,210,274,116,158,177,76,101,118,62,56,90,52,38,58,34,24,27,19,8,17,8,9,17,10,7,14,4,10,6,2,4,12,5,7,11,4,7
Maharashtra,Uttarakhand,948,494,454,1320,726,594,854,504,350,1206,865,341,3778,2450,1328,4202,2373,1829,2728,1523,1205,1481,873,608,918,513,405,674,370,304,537,267,270,342,176,166,267,134,133,183,96,87,116,64,52,77,38,39,96,40,56,87,54,33
Maharashtra,Haryana,2048,1132,916,2373,1273,1100,1611,919,692,1789,1075,714,3066,1517,1549,3962,1737,2225,2984,1474,1510,1936,1037,899,1366,752,614,825,448,377,582,331,251,405,206,199,362,200,162,199,120,79,124,63,61,76,35,41,123,62,61,86,36,50
Maharashtra,NCT of Delhi,2915,1444,1471,3868,2044,1824,2638,1424,1214,2658,1481,1177,5075,2568,2507,7074,3186,3888,6463,3285,3178,4131,2242,1889,2620,1515,1105,1807,1010,797,1359,743,616,992,550,442,667,334,333,398,196,202,283,131,152,215,110,105,246,119,127,156,81,75
Maharashtra,Rajasthan,22353,11894,10459,24866,13485,11381,11778,6727,5051,18217,12875,5342,39419,22879,16540,41900,21290,20610,25551,14210,11341,14188,8663,5525,8271,5075,3196,5693,3369,2324,3890,2198,1692,2741,1494,1247,2012,1091,921,1320,701,619,893,454,439,549,256,293,920,439,481,927,556,371
Maharashtra,Uttar Pradesh,86531,45267,41264,115092,62907,52185,59370,35958,23412,112825,88867,23958,236749,156666,80083,220377,131880,88497,126118,81318,44800,76040,53029,23011,41491,29249,12242,25158,17424,7734,15303,10408,4895,9491,6001,3490,7669,4566,3103,4559,2797,1762,2972,1655,1317,1539,803,736,3658,2225,1433,4784,3147,1637
Maharashtra,Bihar,20017,10513,9504,25120,13706,11414,17272,11859,5413,31357,25969,5388,67871,50632,17239,60972,41475,19497,36888,26062,10826,21566,16141,5425,10929,8248,2681,6392,4666,1726,3663,2521,1142,2293,1397,896,1910,1103,807,1240,757,483,770,448,322,393,226,167,859,565,294,1144,806,338
Maharashtra,Sikkim,8,3,5,31,16,15,9,5,4,33,21,12,77,38,39,87,49,38,50,31,19,21,13,8,21,13,8,9,8,1,9,4,5,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
Maharashtra,Arunachal Pradesh,25,14,11,28,11,17,32,22,10,71,51,20,142,78,64,70,34,36,62,33,29,40,29,11,20,14,6,16,12,4,10,6,4,4,2,2,3,2,1,2,2,0,2,1,1,0,0,0,3,3,0,0,0,0
Maharashtra,Nagaland,32,11,21,51,25,26,66,34,32,71,43,28,199,102,97,178,90,88,103,52,51,53,24,29,46,30,16,19,13,6,10,5,5,11,7,4,3,2,1,4,2,2,5,3,2,0,0,0,2,1,1,3,1,2
Maharashtra,Manipur,65,34,31,69,45,24,90,54,36,263,149,114,606,311,295,479,224,255,234,115,119,101,55,46,53,30,23,32,19,13,13,6,7,20,9,11,7,2,5,7,3,4,7,4,3,3,3,0,8,4,4,6,3,3
Maharashtra,Mizoram,10,4,6,18,10,8,27,18,9,53,29,24,107,51,56,44,21,23,31,14,17,16,6,10,12,6,6,11,6,5,5,4,1,7,2,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Tripura,30,13,17,47,25,22,25,11,14,81,58,23,218,157,61,229,139,90,141,76,65,72,36,36,30,15,15,35,20,15,32,22,10,20,12,8,22,8,14,15,8,7,2,2,0,1,1,0,5,3,2,2,0,2
Maharashtra,Meghalaya,34,19,15,66,38,28,84,57,27,114,75,39,183,95,88,194,79,115,130,49,81,98,44,54,85,35,50,50,28,22,38,22,16,29,17,12,15,4,11,11,4,7,1,0,1,6,2,4,5,3,2,6,2,4
Maharashtra,Assam,619,309,310,905,497,408,1381,1012,369,2354,1811,543,5057,3941,1116,4007,2854,1153,2036,1244,792,1250,683,567,841,447,394,619,378,241,392,243,149,240,155,85,160,82,78,96,52,44,66,40,26,36,17,19,67,40,27,66,53,13
Maharashtra,West Bengal,9341,4813,4528,9370,4845,4525,5745,3274,2471,17025,12830,4195,44124,31957,12167,34415,22273,12142,20821,13379,7442,12563,8267,4296,7199,4797,2402,4527,2825,1702,2947,1711,1236,2095,1163,932,1579,795,784,1049,579,470,695,389,306,353,170,183,634,383,251,785,568,217
Maharashtra,Jharkhand,3330,1702,1628,3674,1940,1734,2059,1283,776,5713,4566,1147,15039,11545,3494,13926,9895,4031,8128,5761,2367,4136,3074,1062,2149,1612,537,1158,797,361,703,439,264,591,330,261,494,295,199,282,186,96,153,101,52,76,49,27,173,113,60,256,183,73
Maharashtra,Odisha,4300,2207,2093,3515,1871,1644,1581,907,674,4514,3340,1174,15813,11560,4253,16424,10558,5866,9468,6340,3128,4947,3493,1454,2605,1830,775,1525,953,572,1035,668,367,680,387,293,474,266,208,294,164,130,198,114,84,113,68,45,245,155,90,240,167,73
Maharashtra,Chhattisgarh,8106,4112,3994,7029,3638,3391,3396,1763,1633,5171,2649,2522,13521,5099,8422,14854,5783,9071,9348,4505,4843,5730,3152,2578,3393,1990,1403,2139,1241,898,1266,718,548,832,437,395,626,345,281,381,213,168,198,112,86,125,59,66,222,104,118,234,126,108
Maharashtra,Madhya Pradesh,26857,13889,12968,29985,15896,14089,16713,8992,7721,24375,12830,11545,60090,22503,37587,66792,24088,42704,39921,18679,21242,22304,12209,10095,13946,7757,6189,9315,4962,4353,6527,3490,3037,4685,2243,2442,4209,2112,2097,2642,1348,1294,1741,866,875,878,420,458,1432,649,783,1409,694,715
Maharashtra,Gujarat,30517,16167,14350,35044,19164,15880,15349,8546,6803,16933,8374,8559,36751,12124,24627,46365,14420,31945,29021,11915,17106,17922,8836,9086,12696,6696,6000,9640,4827,4813,7965,3935,4030,6209,3090,3119,5023,2517,2506,3303,1693,1610,2262,1075,1187,1432,634,798,1979,770,1209,1183,563,620
Maharashtra,Daman & Diu,92,60,32,122,67,55,60,35,25,57,33,24,92,34,58,124,41,83,110,62,48,78,47,31,52,36,16,23,14,9,11,6,5,8,3,5,7,5,2,7,2,5,6,3,3,2,1,1,2,0,2,2,2,0
Maharashtra,Dadra & Nagar Haveli,63,39,24,98,43,55,91,61,30,125,43,82,301,46,255,212,30,182,91,32,59,76,40,36,33,19,14,27,10,17,11,6,5,10,5,5,16,8,8,6,2,4,2,1,1,2,2,0,1,0,1,0,0,0
Maharashtra,Maharashtra,2087144,1107273,979871,2230843,1194180,1036663,1035026,568555,466471,1181762,456308,725454,2688045,531387,2156658,2540687,608228,1932459,1281793,527557,754236,832965,419101,413864,587679,308761,278918,424574,214511,210063,303089,158472,144617,224332,113181,111151,189118,94648,94470,136213,65044,71169,88103,38213,49890,47056,19568,27488,66551,26008,40543,51445,23178,28267
Maharashtra,Andhra Pradesh,17058,8626,8432,16156,8329,7827,7264,3724,3540,10584,4131,6453,29100,7166,21934,31944,10083,21861,17936,8614,9322,10540,5489,5051,6759,3626,3133,4486,2364,2122,3262,1789,1473,2201,1129,1072,1898,904,994,1116,538,578,860,387,473,406,153,253,590,253,337,595,285,310
Maharashtra,Karnataka,63598,32752,30846,64099,33182,30917,22429,11474,10955,32191,11938,20253,78226,20165,58061,78056,24224,53832,45262,20390,24872,28698,15049,13649,18899,10263,8636,12963,6729,6234,9435,4867,4568,6587,3124,3463,5754,2789,2965,3744,1726,2018,2728,1187,1541,1497,633,864,2227,895,1332,1966,852,1114
Maharashtra,Goa,2190,1162,1028,2591,1390,1201,1080,584,496,1014,506,508,1898,698,1200,2914,823,2091,2546,812,1734,1800,683,1117,1052,524,528,699,351,348,460,216,244,429,211,218,416,198,218,292,147,145,234,95,139,139,53,86,158,59,99,67,26,41
Maharashtra,Lakshadweep,33,14,19,43,21,22,6,5,1,13,5,8,16,6,10,38,19,19,19,12,7,5,3,2,6,4,2,7,4,3,5,3,2,0,0,0,5,2,3,2,1,1,2,1,1,3,1,2,1,0,1,2,1,1
Maharashtra,Kerala,5474,2821,2653,6585,3448,3137,3096,1638,1458,3391,1602,1789,8057,3607,4450,9973,4064,5909,7917,3372,4545,6168,3038,3130,4766,2451,2315,3829,2010,1819,2768,1501,1267,2242,1147,1095,1581,752,829,1023,508,515,703,310,393,462,202,260,543,216,327,237,114,123
Maharashtra,Tamil Nadu,7399,3782,3617,7923,4088,3835,3167,1630,1537,3290,1731,1559,8515,3778,4737,12313,5380,6933,8855,4407,4448,5959,3346,2613,4225,2460,1765,3063,1754,1309,2277,1258,1019,1676,924,752,1314,619,695,803,417,386,634,264,370,449,198,251,562,279,283,279,132,147
Maharashtra,Puducherry,79,41,38,104,57,47,37,21,16,35,24,11,68,36,32,94,44,50,69,31,38,50,32,18,38,24,14,29,18,11,13,9,4,10,7,3,8,3,5,10,5,5,5,2,3,4,0,4,2,0,2,3,1,2
Maharashtra,Andaman & Nicobar Islands,118,68,50,212,112,100,153,86,67,185,101,84,191,93,98,204,50,154,178,42,136,135,25,110,89,23,66,43,19,24,20,9,11,14,6,8,9,4,5,4,2,2,0,0,0,5,1,4,2,0,2,5,2,3
Andhra Pradesh,Jammu & Kashmir,118,55,63,181,105,76,153,88,65,126,66,60,135,69,66,275,131,144,233,105,128,198,116,82,159,107,52,93,71,22,37,27,10,26,15,11,13,8,5,8,6,2,3,2,1,4,0,4,3,2,1,20,12,8
Andhra Pradesh,Himachal Pradesh,45,26,19,37,23,14,46,24,22,49,29,20,73,35,38,85,32,53,88,46,42,73,39,34,42,26,16,38,28,10,20,15,5,12,7,5,10,5,5,5,3,2,6,3,3,1,0,1,3,2,1,11,6,5
Andhra Pradesh,Punjab,187,86,101,248,140,108,244,142,102,247,138,109,299,145,154,366,164,202,366,165,201,299,134,165,255,142,113,164,106,58,82,49,33,56,29,27,46,26,20,41,24,17,22,10,12,10,4,6,23,8,15,26,11,15
Andhra Pradesh,Chandigarh,40,22,18,64,41,23,64,30,34,55,26,29,68,30,38,66,30,36,95,29,66,56,23,33,63,30,33,39,26,13,14,6,8,13,11,2,12,7,5,3,3,0,2,0,2,3,0,3,1,1,0,8,3,5
Andhra Pradesh,Uttarakhand,81,44,37,77,42,35,57,38,19,62,35,27,118,50,68,180,68,112,168,79,89,81,46,35,73,41,32,49,30,19,44,27,17,23,12,11,19,10,9,11,6,5,12,5,7,3,3,0,8,3,5,17,10,7
Andhra Pradesh,Haryana,228,123,105,271,149,122,229,128,101,216,120,96,311,130,181,497,223,274,380,184,196,280,140,140,211,126,85,117,80,37,75,41,34,59,30,29,43,20,23,32,20,12,23,15,8,10,5,5,12,8,4,43,26,17
Andhra Pradesh,NCT of Delhi,640,344,296,835,459,376,714,370,344,638,352,286,744,345,399,1281,543,738,1349,666,683,1014,550,464,700,397,303,508,317,191,327,179,148,267,146,121,212,122,90,168,110,58,77,51,26,51,27,24,67,39,28,135,77,58
Andhra Pradesh,Rajasthan,2566,1383,1183,2978,1609,1369,1877,1082,795,2648,1824,824,5331,2790,2541,5428,2702,2726,3519,2025,1494,2142,1323,819,1263,761,502,817,509,308,518,320,198,335,203,132,294,162,132,170,84,86,100,48,52,69,39,30,111,53,58,348,198,150
Andhra Pradesh,Uttar Pradesh,1688,868,820,2147,1200,947,1501,900,601,2240,1655,585,4157,2538,1619,4643,2559,2084,3270,2007,1263,2115,1343,772,1307,818,489,825,570,255,509,330,179,345,188,157,289,161,128,159,94,65,85,46,39,59,33,26,97,62,35,319,173,146
Andhra Pradesh,Bihar,1689,922,767,2222,1271,951,1552,1050,502,2110,1505,605,4511,2739,1772,4698,2741,1957,3076,2086,990,2000,1436,564,1036,739,297,613,428,185,363,243,120,260,149,111,212,120,92,130,80,50,68,42,26,47,31,16,51,30,21,381,257,124
Andhra Pradesh,Sikkim,5,2,3,11,6,5,7,5,2,15,3,12,18,3,15,21,8,13,10,5,5,11,6,5,7,3,4,4,1,3,2,2,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
Andhra Pradesh,Arunachal Pradesh,8,4,4,10,7,3,7,4,3,19,13,6,17,6,11,15,5,10,10,8,2,19,12,7,6,5,1,2,1,1,4,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
Andhra Pradesh,Nagaland,8,5,3,12,6,6,8,4,4,12,5,7,33,19,14,43,25,18,12,6,6,12,8,4,8,5,3,5,4,1,3,2,1,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,8,6,2
Andhra Pradesh,Manipur,10,5,5,31,21,10,216,165,51,234,77,157,201,46,155,101,47,54,56,33,23,20,11,9,14,11,3,8,6,2,5,3,2,4,2,2,5,2,3,1,1,0,2,0,2,0,0,0,4,2,2,7,7,0
Andhra Pradesh,Mizoram,3,3,0,4,2,2,3,1,2,20,8,12,55,30,25,29,23,6,11,7,4,6,2,4,2,1,1,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Andhra Pradesh,Tripura,7,3,4,5,4,1,13,7,6,21,11,10,28,15,13,45,35,10,27,22,5,15,9,6,16,10,6,10,6,4,3,2,1,2,2,0,3,1,2,2,0,2,1,1,0,1,1,0,1,1,0,1,1,0
Andhra Pradesh,Meghalaya,12,5,7,20,9,11,31,11,20,41,16,25,31,10,21,26,11,15,32,12,20,25,11,14,18,8,10,16,11,5,17,8,9,8,6,2,5,1,4,4,2,2,1,1,0,2,1,1,2,2,0,5,2,3
Andhra Pradesh,Assam,151,73,78,251,147,104,287,170,117,567,325,242,761,454,307,709,412,297,389,216,173,295,147,148,258,131,127,198,114,84,115,77,38,39,23,16,56,30,26,30,24,6,12,7,5,10,4,6,11,6,5,45,23,22
Andhra Pradesh,West Bengal,1354,702,652,1592,827,765,1121,638,483,2011,1205,806,3835,2084,1751,4104,2044,2060,2945,1695,1250,2017,1220,797,1330,788,542,924,549,375,671,364,307,488,222,266,486,266,220,330,194,136,156,96,60,82,53,29,93,46,47,312,190,122
Andhra Pradesh,Jharkhand,344,168,176,444,240,204,352,210,142,661,426,235,1054,556,498,1147,576,571,818,500,318,488,295,193,318,188,130,232,137,95,187,93,94,183,85,98,158,100,58,98,68,30,41,28,13,25,17,8,24,13,11,109,64,45
Andhra Pradesh,Odisha,6074,3125,2949,7333,3795,3538,4297,2208,2089,6592,3026,3566,14722,5896,8826,15042,5862,9180,9008,4794,4214,6022,3443,2579,3896,2282,1614,2729,1526,1203,1917,1043,874,1401,652,749,1339,760,579,763,458,305,362,195,167,149,83,66,241,119,122,735,369,366
Andhra Pradesh,Chhattisgarh,734,364,370,1381,735,646,1142,612,530,1356,704,652,1962,712,1250,2322,902,1420,1609,814,795,1216,681,535,822,492,330,603,353,250,409,233,176,272,128,144,266,147,119,158,93,65,74,48,26,35,18,17,46,23,23,110,62,48
Andhra Pradesh,Madhya Pradesh,493,281,212,617,330,287,542,312,230,674,382,292,1374,740,634,1444,671,773,1081,592,489,813,425,388,529,317,212,400,228,172,252,142,110,215,100,115,191,113,78,115,77,38,47,26,21,29,19,10,29,13,16,138,74,64
Andhra Pradesh,Gujarat,640,345,295,942,500,442,800,428,372,792,407,385,948,378,570,1367,537,830,1203,538,665,957,503,454,714,410,304,538,331,207,331,208,123,254,153,101,225,138,87,138,82,56,83,52,31,51,22,29,60,24,36,128,63,65
Andhra Pradesh,Daman & Diu,0,0,0,4,2,2,3,1,2,1,1,0,2,1,1,5,5,0,2,0,2,5,3,2,4,3,1,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Andhra Pradesh,Dadra & Nagar Haveli,0,0,0,1,0,1,3,2,1,1,0,1,1,0,1,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Maharashtra,5218,2734,2484,7302,3844,3458,5255,2694,2561,6782,2527,4255,16137,3046,13091,17390,4544,12846,10480,4695,5785,7175,3693,3482,4595,2451,2144,3009,1592,1417,2258,1237,1021,1615,726,889,1641,865,776,942,470,472,606,308,298,231,100,131,419,172,247,1594,623,971
Andhra Pradesh,Andhra Pradesh,956841,489038,467803,1129853,581754,548099,779499,406277,373222,900060,303000,597060,1818096,259638,1558458,1645860,361246,1284614,779011,346051,432960,546749,282923,263826,380434,203413,177021,289811,151531,138280,199563,104240,95323,147630,72806,74824,133748,65342,68406,81020,38017,43003,53921,23699,30222,25759,10738,15021,37134,13639,23495,83316,34330,48986
Andhra Pradesh,Karnataka,10846,5546,5300,12011,6222,5789,5524,2761,2763,11533,2581,8952,34266,3805,30461,33909,5840,28069,14835,5780,9055,9144,4409,4735,5312,2670,2642,3784,1770,2014,2624,1223,1401,2005,826,1179,1748,777,971,1096,466,630,708,298,410,331,122,209,601,209,392,1718,583,1135
Andhra Pradesh,Goa,101,54,47,173,87,86,161,95,66,159,109,50,130,64,66,204,72,132,183,80,103,153,68,85,90,39,51,73,50,23,42,32,10,24,19,5,24,15,9,15,9,6,5,2,3,3,2,1,7,3,4,13,7,6
Andhra Pradesh,Lakshadweep,3,1,2,6,5,1,2,2,0,2,2,0,5,1,4,3,2,1,2,0,2,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Kerala,1037,534,503,1205,614,591,833,448,385,1805,417,1388,2600,585,2015,2166,681,1485,1974,800,1174,1515,713,802,1120,551,569,760,395,365,535,270,265,443,215,228,319,141,178,212,91,121,136,52,84,86,37,49,90,40,50,235,103,132
Andhra Pradesh,Tamil Nadu,7576,3813,3763,7823,3999,3824,3618,1846,1772,5599,1880,3719,14044,2646,11398,16147,4120,12027,9847,4505,5342,6664,3652,3012,4440,2433,2007,3294,1763,1531,2408,1240,1168,2037,1018,1019,1757,906,851,1101,562,539,758,350,408,394,174,220,468,177,291,988,406,582
Andhra Pradesh,Puducherry,402,206,196,392,211,181,131,66,65,200,62,138,507,69,438,425,66,359,241,96,145,161,85,76,118,70,48,89,46,43,38,17,21,40,19,21,36,19,17,24,14,10,16,9,7,3,2,1,7,3,4,17,9,8
Andhra Pradesh,Andaman & Nicobar Islands,129,71,58,206,102,104,176,93,83,197,91,106,189,42,147,236,54,182,162,46,116,132,37,95,89,34,55,57,33,24,28,15,13,32,15,17,39,23,16,21,13,8,5,3,2,4,1,3,6,3,3,6,1,5
Karnataka,Jammu & Kashmir,222,121,101,338,198,140,402,282,120,645,493,152,748,515,233,664,372,292,576,258,318,406,194,212,260,151,109,176,108,68,108,67,41,88,43,45,84,51,33,50,28,22,27,16,11,12,6,6,23,9,14,6,2,4
Karnataka,Himachal Pradesh,111,57,54,162,95,67,267,193,74,370,269,101,677,459,218,472,270,202,373,215,158,210,111,99,113,60,53,80,45,35,49,37,12,32,14,18,36,14,22,30,20,10,17,15,2,5,1,4,9,4,5,0,0,0
Karnataka,Punjab,336,174,162,481,267,214,506,308,198,528,292,236,1170,693,477,1246,603,643,994,456,538,653,271,382,438,196,242,299,168,131,204,109,95,141,76,65,162,87,75,87,51,36,47,26,21,22,14,8,37,19,18,2,2,0
Karnataka,Chandigarh,81,46,35,147,76,71,117,67,50,171,103,68,260,139,121,242,105,137,219,100,119,150,45,105,100,26,74,68,24,44,18,9,9,19,10,9,18,9,9,6,3,3,10,7,3,6,3,3,4,1,3,2,1,1
Karnataka,Uttarakhand,171,100,71,208,106,102,166,91,75,156,94,62,714,429,285,790,427,363,581,322,259,298,169,129,149,92,57,83,44,39,83,46,37,58,33,25,60,32,28,38,24,14,11,8,3,11,7,4,8,3,5,1,1,0
Karnataka,Haryana,574,290,284,636,345,291,571,339,232,698,428,270,1333,726,607,1480,715,765,1206,631,575,784,412,372,478,249,229,273,155,118,178,90,88,147,74,73,141,67,74,63,40,23,36,24,12,22,10,12,33,20,13,4,1,3
Karnataka,NCT of Delhi,1170,638,532,1605,840,765,1234,662,572,1372,755,617,2760,1547,1213,3704,1789,1915,3853,2017,1836,2555,1394,1161,1419,815,604,881,488,393,608,304,304,534,274,260,445,206,239,292,152,140,197,107,90,106,57,49,143,72,71,19,13,6
Karnataka,Rajasthan,5975,3224,2751,6627,3643,2984,3730,2188,1542,6068,4450,1618,13077,7559,5518,13715,6948,6767,8225,4638,3587,4599,2867,1732,2459,1489,970,1623,972,651,1051,630,421,700,380,320,634,349,285,412,222,190,232,124,108,142,52,90,261,114,147,43,29,14
Karnataka,Uttar Pradesh,3108,1607,1501,3760,2048,1712,2925,1767,1158,5305,3962,1343,12616,8944,3672,12705,7910,4795,8189,5136,3053,4608,2921,1687,2574,1675,899,1645,1030,615,1027,632,395,780,408,372,681,375,306,410,260,150,244,141,103,123,67,56,240,149,91,37,29,8
Karnataka,Bihar,3055,1614,1441,3405,1943,1462,2676,1865,811,5543,4495,1048,15074,11626,3448,12927,9052,3875,7426,5292,2134,4100,3085,1015,2106,1601,505,1149,818,331,747,469,278,493,251,242,534,321,213,284,166,118,172,109,63,75,38,37,186,135,51,33,25,8
Karnataka,Sikkim,11,6,5,36,27,9,127,117,10,157,140,17,207,123,84,141,78,63,48,22,26,32,19,13,19,8,11,9,6,3,5,4,1,2,2,0,4,0,4,4,1,3,1,1,0,0,0,0,3,2,1,0,0,0
Karnataka,Arunachal Pradesh,9,2,7,120,104,16,424,410,14,553,493,60,349,251,98,123,82,41,58,28,30,28,13,15,14,11,3,7,4,3,7,4,3,6,2,4,6,4,2,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0
Karnataka,Nagaland,25,7,18,34,14,20,38,18,20,104,50,54,302,176,126,214,119,95,101,42,59,54,23,31,25,12,13,21,16,5,13,5,8,10,6,4,7,5,2,2,1,1,4,3,1,1,1,0,6,3,3,0,0,0
Karnataka,Manipur,77,42,35,68,37,31,115,70,45,560,279,281,1337,768,569,1000,604,396,386,235,151,111,69,42,33,19,14,26,13,13,19,7,12,24,9,15,18,11,7,10,4,6,6,2,4,3,3,0,8,3,5,6,2,4
Karnataka,Mizoram,9,6,3,10,5,5,19,6,13,53,17,36,148,76,72,56,20,36,26,8,18,17,5,12,9,5,4,2,2,0,3,0,3,2,1,1,3,0,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Karnataka,Tripura,30,19,11,28,12,16,15,8,7,230,194,36,528,442,86,334,238,96,170,94,76,59,37,22,31,22,9,16,6,10,17,6,11,19,8,11,22,9,13,13,10,3,8,6,2,2,2,0,2,1,1,2,1,1
Karnataka,Meghalaya,17,9,8,122,61,61,171,108,63,216,119,97,342,170,172,228,94,134,132,64,68,80,33,47,53,20,33,36,16,20,16,3,13,24,13,11,16,5,11,11,8,3,5,4,1,2,2,0,3,1,2,0,0,0
Karnataka,Assam,490,253,237,548,319,229,544,353,191,1773,1377,396,6348,5224,1124,4652,3540,1112,2124,1462,662,988,664,324,514,292,222,322,188,134,222,103,119,171,82,89,151,79,72,84,55,29,44,27,17,29,23,6,59,45,14,20,17,3
Karnataka,West Bengal,1801,910,891,1832,1037,795,1349,793,556,3841,2687,1154,10554,7417,3137,10104,6377,3727,6614,4110,2504,3676,2361,1315,2121,1398,723,1351,814,537,884,479,405,768,357,411,652,345,307,440,268,172,273,169,104,126,70,56,186,109,77,29,19,10
Karnataka,Jharkhand,631,332,299,540,271,269,371,218,153,1414,1063,351,4642,3451,1191,3937,2576,1361,2286,1538,748,1017,696,321,446,314,132,286,192,94,226,117,109,179,83,96,159,96,63,101,64,37,53,35,18,23,12,11,46,21,25,11,7,4
Karnataka,Odisha,2022,1010,1012,1475,735,740,883,517,366,3048,2175,873,12695,9884,2811,14048,10042,4006,7401,5391,2010,3364,2534,830,1546,1183,363,906,612,294,615,370,245,398,229,169,304,182,122,182,106,76,121,77,44,71,41,30,156,110,46,40,33,7
Karnataka,Chhattisgarh,264,134,130,227,130,97,163,101,62,342,218,124,1021,658,363,1072,569,503,781,472,309,352,219,133,190,122,68,124,68,56,99,48,51,76,38,38,79,42,37,46,32,14,17,11,6,8,4,4,16,9,7,6,4,2
Karnataka,Madhya Pradesh,779,419,360,880,471,409,603,350,253,930,617,313,2743,1791,952,3394,1844,1550,2425,1336,1089,1162,643,519,673,386,287,372,193,179,277,145,132,271,131,140,272,128,144,147,94,53,82,53,29,45,26,19,75,37,38,11,9,2
Karnataka,Gujarat,1178,637,541,1513,762,751,1109,594,515,1391,754,637,3105,1854,1251,3367,1492,1875,2523,1228,1295,1727,884,843,1116,568,548,743,435,308,605,313,292,517,254,263,421,210,211,258,160,98,173,94,79,78,44,34,107,52,55,13,7,6
Karnataka,Daman & Diu,6,3,3,4,3,1,3,1,2,3,1,2,7,5,2,2,0,2,5,3,2,3,2,1,2,2,0,1,0,1,2,2,0,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Dadra & Nagar Haveli,6,2,4,0,0,0,1,1,0,2,1,1,9,6,3,3,0,3,2,0,2,7,4,3,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
